Airport,Terminal,Date,hour,date_time,Total,Flights,Booths
TPA,Main,6/25/2022,11:00,2022/06/25 11:00,286,3,5
TPA,Main,6/25/2022,13:00,2022/06/25 13:00,86,1,3
TPA,Main,6/25/2022,14:00,2022/06/25 14:00,136,2,5
TPA,Main,6/25/2022,15:00,2022/06/25 15:00,175,1,4
TPA,Main,6/25/2022,16:00,2022/06/25 16:00,574,2,6
TPA,Main,6/25/2022,20:00,2022/06/25 20:00,120,1,5
TPA,Main,6/26/2022,11:00,2022/06/26 11:00,60,1,3
TPA,Main,6/26/2022,12:00,2022/06/26 12:00,98,1,7
TPA,Main,6/26/2022,13:00,2022/06/26 13:00,44,1,5
TPA,Main,6/26/2022,14:00,2022/06/26 14:00,112,1,6
TPA,Main,6/26/2022,16:00,2022/06/26 16:00,258,1,5
TPA,Main,6/26/2022,17:00,2022/06/26 17:00,271,2,5
TPA,Main,6/26/2022,19:00,2022/06/26 19:00,165,1,5
TPA,Main,6/27/2022,11:00,2022/06/27 11:00,109,1,3
TPA,Main,6/27/2022,12:00,2022/06/27 12:00,94,1,3
TPA,Main,6/27/2022,14:00,2022/06/27 14:00,271,2,5
TPA,Main,6/27/2022,15:00,2022/06/27 15:00,48,1,3
TPA,Main,6/27/2022,16:00,2022/06/27 16:00,277,1,6
TPA,Main,6/27/2022,19:00,2022/06/27 19:00,147,1,5
TPA,Main,6/27/2022,20:00,2022/06/27 20:00,183,1,4
TPA,Main,6/28/2022,12:00,2022/06/28 12:00,89,1,5
TPA,Main,6/28/2022,16:00,2022/06/28 16:00,278,1,5
TPA,Main,6/28/2022,18:00,2022/06/28 18:00,266,1,5
TPA,Main,6/29/2022,13:00,2022/06/29 13:00,94,1,5
TPA,Main,6/29/2022,14:00,2022/06/29 14:00,263,2,8
TPA,Main,6/29/2022,15:00,2022/06/29 15:00,165,1,5
TPA,Main,6/29/2022,16:00,2022/06/29 16:00,70,1,5
TPA,Main,6/29/2022,18:00,2022/06/29 18:00,264,1,7
TPA,Main,6/29/2022,19:00,2022/06/29 19:00,311,1,7
TPA,Main,6/29/2022,21:00,2022/06/29 21:00,155,1,4
TPA,Main,6/30/2022,12:00,2022/06/30 12:00,94,1,5
TPA,Main,6/30/2022,15:00,2022/06/30 15:00,49,1,6
TPA,Main,6/30/2022,17:00,2022/06/30 17:00,613,2,6
TPA,Main,6/30/2022,20:00,2022/06/30 20:00,124,1,6
TPA,Main,7/1/2022,11:00,2022/07/01 11:00,50,2,4
TPA,Main,7/1/2022,12:00,2022/07/01 12:00,85,1,4
TPA,Main,7/1/2022,13:00,2022/07/01 13:00,110,1,4
TPA,Main,7/1/2022,14:00,2022/07/01 14:00,160,2,5
TPA,Main,7/1/2022,17:00,2022/07/01 17:00,311,1,7
TPA,Main,7/1/2022,18:00,2022/07/01 18:00,277,1,7
TPA,Main,7/1/2022,19:00,2022/07/01 19:00,133,1,7
TPA,Main,7/1/2022,20:00,2022/07/01 20:00,110,1,7
TPA,Main,7/1/2022,22:00,2022/07/01 22:00,254,1,4
TPA,Main,7/2/2022,11:00,2022/07/02 11:00,158,1,5
TPA,Main,7/2/2022,13:00,2022/07/02 13:00,73,1,4
TPA,Main,7/2/2022,14:00,2022/07/02 14:00,247,3,5
TPA,Main,7/2/2022,16:00,2022/07/02 16:00,357,2,6
TPA,Main,7/2/2022,17:00,2022/07/02 17:00,246,1,6
TPA,Main,7/2/2022,18:00,2022/07/02 18:00,182,2,4
TPA,Main,7/3/2022,12:00,2022/07/03 12:00,137,2,5
TPA,Main,7/3/2022,13:00,2022/07/03 13:00,69,1,5
TPA,Main,7/3/2022,14:00,2022/07/03 14:00,113,1,6
TPA,Main,7/3/2022,17:00,2022/07/03 17:00,315,1,7
TPA,Main,7/3/2022,18:00,2022/07/03 18:00,541,3,5
TPA,Main,7/4/2022,12:00,2022/07/04 12:00,124,1,5
TPA,Main,7/4/2022,13:00,2022/07/04 13:00,297,2,6
TPA,Main,7/4/2022,14:00,2022/07/04 14:00,176,1,5
TPA,Main,7/4/2022,15:00,2022/07/04 15:00,82,1,2
TPA,Main,7/4/2022,16:00,2022/07/04 16:00,318,1,5
TPA,Main,7/4/2022,18:00,2022/07/04 18:00,159,1,6
TPA,Main,7/4/2022,20:00,2022/07/04 20:00,176,1,5
TPA,Main,7/5/2022,08:00,2022/07/05 08:00,6,1,1
TPA,Main,7/5/2022,12:00,2022/07/05 12:00,163,1,5
TPA,Main,7/5/2022,16:00,2022/07/05 16:00,577,2,5
TPA,Main,7/5/2022,18:00,2022/07/05 18:00,161,1,4
TPA,Main,7/6/2022,12:00,2022/07/06 12:00,109,1,4
TPA,Main,7/6/2022,13:00,2022/07/06 13:00,112,1,6
TPA,Main,7/6/2022,14:00,2022/07/06 14:00,270,2,7
TPA,Main,7/6/2022,15:00,2022/07/06 15:00,150,1,7
TPA,Main,7/6/2022,16:00,2022/07/06 16:00,326,1,7
TPA,Main,7/6/2022,17:00,2022/07/06 17:00,282,1,7
TPA,Main,7/6/2022,20:00,2022/07/06 20:00,147,1,7
TPA,Main,7/7/2022,11:00,2022/07/07 11:00,10,1,2
TPA,Main,7/7/2022,12:00,2022/07/07 12:00,106,2,4
TPA,Main,7/7/2022,15:00,2022/07/07 15:00,63,1,5
TPA,Main,7/7/2022,18:00,2022/07/07 18:00,750,3,6
TPA,Main,7/7/2022,19:00,2022/07/07 19:00,72,1,6
TPA,Main,7/8/2022,11:00,2022/07/08 11:00,48,1,3
TPA,Main,7/8/2022,12:00,2022/07/08 12:00,102,1,4
TPA,Main,7/8/2022,13:00,2022/07/08 13:00,105,1,5
TPA,Main,7/8/2022,14:00,2022/07/08 14:00,251,2,7
TPA,Main,7/8/2022,18:00,2022/07/08 18:00,261,1,8
TPA,Main,7/8/2022,19:00,2022/07/08 19:00,132,1,8
TPA,Main,7/8/2022,20:00,2022/07/08 20:00,162,1,7
TPA,Main,7/8/2022,21:00,2022/07/08 21:00,302,1,4
TPA,Main,7/9/2022,11:00,2022/07/09 11:00,140,2,5
TPA,Main,7/9/2022,12:00,2022/07/09 12:00,130,1,4
TPA,Main,7/9/2022,14:00,2022/07/09 14:00,253,2,8
TPA,Main,7/9/2022,16:00,2022/07/09 16:00,526,3,6
TPA,Main,7/9/2022,17:00,2022/07/09 17:00,295,1,8
TPA,Main,7/9/2022,18:00,2022/07/09 18:00,158,1,7
TPA,Main,7/9/2022,20:00,2022/07/09 20:00,339,1,7
TPA,Main,7/10/2022,12:00,2022/07/10 12:00,190,2,6
TPA,Main,7/10/2022,14:00,2022/07/10 14:00,118,1,6
TPA,Main,7/10/2022,15:00,2022/07/10 15:00,92,1,5
TPA,Main,7/10/2022,16:00,2022/07/10 16:00,327,1,6
TPA,Main,7/10/2022,17:00,2022/07/10 17:00,6,1,1
TPA,Main,7/10/2022,18:00,2022/07/10 18:00,593,3,8
TPA,Main,7/11/2022,13:00,2022/07/11 13:00,137,1,4
TPA,Main,7/11/2022,14:00,2022/07/11 14:00,275,2,4
TPA,Main,7/11/2022,15:00,2022/07/11 15:00,76,1,2
TPA,Main,7/11/2022,16:00,2022/07/11 16:00,6,1,1
TPA,Main,7/11/2022,17:00,2022/07/11 17:00,323,1,5
TPA,Main,7/11/2022,18:00,2022/07/11 18:00,171,1,7
TPA,Main,7/11/2022,20:00,2022/07/11 20:00,172,1,5
TPA,Main,7/12/2022,14:00,2022/07/12 14:00,6,1,1
TPA,Main,7/12/2022,17:00,2022/07/12 17:00,581,2,6
TPA,Main,7/12/2022,19:00,2022/07/12 19:00,134,1,5
TPA,Main,7/13/2022,14:00,2022/07/13 14:00,148,2,8
TPA,Main,7/13/2022,15:00,2022/07/13 15:00,475,2,7
TPA,Main,7/13/2022,16:00,2022/07/13 16:00,326,1,9
TPA,Main,7/13/2022,17:00,2022/07/13 17:00,284,1,7
TPA,Main,7/13/2022,20:00,2022/07/13 20:00,125,1,7
TPA,Main,7/14/2022,12:00,2022/07/14 12:00,23,1,3
TPA,Main,7/14/2022,15:00,2022/07/14 15:00,66,1,4
TPA,Main,7/14/2022,16:00,2022/07/14 16:00,308,1,6
TPA,Main,7/14/2022,17:00,2022/07/14 17:00,284,1,7
TPA,Main,7/14/2022,19:00,2022/07/14 19:00,197,2,6
TPA,Main,7/15/2022,11:00,2022/07/15 11:00,33,1,2
TPA,Main,7/15/2022,13:00,2022/07/15 13:00,116,1,6
TPA,Main,7/15/2022,14:00,2022/07/15 14:00,50,1,6
TPA,Main,7/15/2022,15:00,2022/07/15 15:00,144,1,5
TPA,Main,7/15/2022,16:00,2022/07/15 16:00,325,1,7
TPA,Main,7/15/2022,17:00,2022/07/15 17:00,289,1,7
TPA,Main,7/15/2022,18:00,2022/07/15 18:00,135,1,6
TPA,Main,7/15/2022,21:00,2022/07/15 21:00,469,2,5
TPA,Main,7/16/2022,11:00,2022/07/16 11:00,66,3,2
TPA,Main,7/16/2022,12:00,2022/07/16 12:00,126,1,4
TPA,Main,7/16/2022,13:00,2022/07/16 13:00,95,1,4
TPA,Main,7/16/2022,14:00,2022/07/16 14:00,148,1,7
TPA,Main,7/16/2022,16:00,2022/07/16 16:00,784,3,7
TPA,Main,7/16/2022,17:00,2022/07/16 17:00,25,1,5
TPA,Main,7/16/2022,19:00,2022/07/16 19:00,127,1,7
TPA,Main,7/17/2022,13:00,2022/07/17 13:00,118,1,5
TPA,Main,7/17/2022,14:00,2022/07/17 14:00,31,1,3
TPA,Main,7/17/2022,16:00,2022/07/17 16:00,52,1,5
TPA,Main,7/17/2022,17:00,2022/07/17 17:00,324,1,7
TPA,Main,7/17/2022,18:00,2022/07/17 18:00,463,2,6
TPA,Main,7/17/2022,19:00,2022/07/17 19:00,163,1,5
TPA,Main,7/18/2022,14:00,2022/07/18 14:00,186,2,4
TPA,Main,7/18/2022,15:00,2022/07/18 15:00,230,2,5
TPA,Main,7/18/2022,16:00,2022/07/18 16:00,323,1,6
TPA,Main,7/18/2022,20:00,2022/07/18 20:00,163,1,4
TPA,Main,7/18/2022,21:00,2022/07/18 21:00,185,1,3
TPA,Main,7/19/2022,11:00,2022/07/19 11:00,7,1,3
TPA,Main,7/19/2022,17:00,2022/07/19 17:00,615,2,7
TPA,Main,7/19/2022,18:00,2022/07/19 18:00,140,1,6
TPA,Main,7/20/2022,10:00,2022/07/20 10:00,6,1,3
TPA,Main,7/20/2022,13:00,2022/07/20 13:00,19,1,6
TPA,Main,7/20/2022,14:00,2022/07/20 14:00,436,2,8
TPA,Main,7/20/2022,15:00,2022/07/20 15:00,153,1,6
TPA,Main,7/20/2022,16:00,2022/07/20 16:00,328,1,7
TPA,Main,7/20/2022,17:00,2022/07/20 17:00,297,1,6
TPA,Main,7/20/2022,20:00,2022/07/20 20:00,143,1,6
TPA,Main,7/21/2022,11:00,2022/07/21 11:00,13,1,1
TPA,Main,7/21/2022,15:00,2022/07/21 15:00,80,1,5
TPA,Main,7/21/2022,16:00,2022/07/21 16:00,332,1,6
TPA,Main,7/21/2022,18:00,2022/07/21 18:00,424,2,5
TPA,Main,7/21/2022,20:00,2022/07/21 20:00,114,1,2
TPA,Main,7/22/2022,11:00,2022/07/22 11:00,29,1,2
TPA,Main,7/22/2022,14:00,2022/07/22 14:00,317,3,4
TPA,Main,7/22/2022,17:00,2022/07/22 17:00,617,2,7
TPA,Main,7/22/2022,18:00,2022/07/22 18:00,153,1,5
TPA,Main,7/22/2022,20:00,2022/07/22 20:00,175,1,4
TPA,Main,7/22/2022,22:00,2022/07/22 22:00,307,1,5
TPA,Main,7/23/2022,11:00,2022/07/23 11:00,85,2,3
TPA,Main,7/23/2022,13:00,2022/07/23 13:00,22,1,3
TPA,Main,7/23/2022,15:00,2022/07/23 15:00,262,2,5
TPA,Main,7/23/2022,18:00,2022/07/23 18:00,168,1,5
TPA,Main,7/23/2022,19:00,2022/07/23 19:00,136,1,5
TPA,Main,7/23/2022,20:00,2022/07/23 20:00,622,2,7
TPA,Main,7/23/2022,21:00,2022/07/23 21:00,136,1,4
TPA,Main,7/24/2022,10:00,2022/07/24 10:00,21,1,2
TPA,Main,7/24/2022,12:00,2022/07/24 12:00,43,1,4
TPA,Main,7/24/2022,13:00,2022/07/24 13:00,121,1,5
TPA,Main,7/24/2022,14:00,2022/07/24 14:00,122,1,5
TPA,Main,7/24/2022,17:00,2022/07/24 17:00,330,1,7
TPA,Main,7/24/2022,18:00,2022/07/24 18:00,336,2,6
TPA,Main,7/24/2022,20:00,2022/07/24 20:00,295,1,5
TPA,Main,7/25/2022,11:00,2022/07/25 11:00,69,1,3
TPA,Main,7/25/2022,13:00,2022/07/25 13:00,137,1,3
TPA,Main,7/25/2022,14:00,2022/07/25 14:00,178,1,3
TPA,Main,7/25/2022,15:00,2022/07/25 15:00,73,1,3
TPA,Main,7/25/2022,16:00,2022/07/25 16:00,334,1,6
TPA,Main,7/25/2022,18:00,2022/07/25 18:00,145,1,5
TPA,Main,7/25/2022,20:00,2022/07/25 20:00,182,1,4
TPA,Main,7/26/2022,11:00,2022/07/26 11:00,39,1,3
TPA,Main,7/26/2022,16:00,2022/07/26 16:00,335,1,6
TPA,Main,7/26/2022,17:00,2022/07/26 17:00,281,1,6
TPA,Main,7/26/2022,19:00,2022/07/26 19:00,151,1,4
TPA,Main,7/27/2022,11:00,2022/07/27 11:00,17,1,4
TPA,Main,7/27/2022,13:00,2022/07/27 13:00,116,1,7
TPA,Main,7/27/2022,14:00,2022/07/27 14:00,308,1,6
TPA,Main,7/27/2022,16:00,2022/07/27 16:00,445,2,6
TPA,Main,7/27/2022,18:00,2022/07/27 18:00,183,1,5
TPA,Main,7/27/2022,20:00,2022/07/27 20:00,175,2,6
TPA,Main,7/28/2022,12:00,2022/07/28 12:00,41,1,4
TPA,Main,7/28/2022,15:00,2022/07/28 15:00,70,1,4
TPA,Main,7/28/2022,17:00,2022/07/28 17:00,324,1,5
TPA,Main,7/28/2022,19:00,2022/07/28 19:00,318,2,6
TPA,Main,7/29/2022,11:00,2022/07/29 11:00,43,1,3
TPA,Main,7/29/2022,13:00,2022/07/29 13:00,124,1,4
TPA,Main,7/29/2022,14:00,2022/07/29 14:00,126,1,4
TPA,Main,7/29/2022,18:00,2022/07/29 18:00,635,2,7
TPA,Main,7/29/2022,19:00,2022/07/29 19:00,149,1,7
TPA,Main,7/29/2022,22:00,2022/07/29 22:00,492,2,5
TPA,Main,7/30/2022,11:00,2022/07/30 11:00,394,3,6
TPA,Main,7/30/2022,12:00,2022/07/30 12:00,176,1,5
TPA,Main,7/30/2022,13:00,2022/07/30 13:00,109,2,6
TPA,Main,7/30/2022,14:00,2022/07/30 14:00,171,2,6
TPA,Main,7/30/2022,16:00,2022/07/30 16:00,515,2,9
TPA,Main,7/30/2022,17:00,2022/07/30 17:00,300,1,8
TPA,Main,7/30/2022,19:00,2022/07/30 19:00,160,1,6
TPA,Main,7/31/2022,10:00,2022/07/31 10:00,60,2,3
TPA,Main,7/31/2022,12:00,2022/07/31 12:00,47,1,6
TPA,Main,7/31/2022,13:00,2022/07/31 13:00,112,1,6
TPA,Main,7/31/2022,14:00,2022/07/31 14:00,88,1,6
TPA,Main,7/31/2022,16:00,2022/07/31 16:00,336,1,5
TPA,Main,7/31/2022,17:00,2022/07/31 17:00,296,1,5
TPA,Main,7/31/2022,19:00,2022/07/31 19:00,139,1,5
TPA,Main,7/31/2022,20:00,2022/07/31 20:00,168,1,4
TPA,Main,8/1/2022,12:00,2022/08/01 12:00,95,1,4
TPA,Main,8/1/2022,13:00,2022/08/01 13:00,151,1,4
TPA,Main,8/1/2022,14:00,2022/08/01 14:00,152,1,5
TPA,Main,8/1/2022,15:00,2022/08/01 15:00,103,1,5
TPA,Main,8/1/2022,16:00,2022/08/01 16:00,334,1,6
TPA,Main,8/1/2022,18:00,2022/08/01 18:00,160,1,5
TPA,Main,8/1/2022,21:00,2022/08/01 21:00,179,1,3
TPA,Main,8/2/2022,11:00,2022/08/02 11:00,40,1,4
TPA,Main,8/2/2022,16:00,2022/08/02 16:00,625,2,6
TPA,Main,8/2/2022,19:00,2022/08/02 19:00,165,1,5
TPA,Main,8/3/2022,13:00,2022/08/03 13:00,148,1,6
TPA,Main,8/3/2022,14:00,2022/08/03 14:00,316,1,7
TPA,Main,8/3/2022,16:00,2022/08/03 16:00,162,1,5
TPA,Main,8/3/2022,17:00,2022/08/03 17:00,333,1,5
TPA,Main,8/3/2022,18:00,2022/08/03 18:00,268,1,5
TPA,Main,8/3/2022,20:00,2022/08/03 20:00,153,1,4
TPA,Main,8/4/2022,11:00,2022/08/04 11:00,32,1,2
TPA,Main,8/4/2022,13:00,2022/08/04 13:00,32,1,3
TPA,Main,8/4/2022,15:00,2022/08/04 15:00,87,1,6
TPA,Main,8/4/2022,16:00,2022/08/04 16:00,327,1,7
TPA,Main,8/4/2022,17:00,2022/08/04 17:00,300,1,7
TPA,Main,8/4/2022,19:00,2022/08/04 19:00,337,2,5
TPA,Main,8/5/2022,11:00,2022/08/05 11:00,54,1,3
TPA,Main,8/5/2022,13:00,2022/08/05 13:00,7,1,1
TPA,Main,8/5/2022,14:00,2022/08/05 14:00,332,3,8
TPA,Main,8/5/2022,16:00,2022/08/05 16:00,328,1,7
TPA,Main,8/5/2022,17:00,2022/08/05 17:00,290,1,6
TPA,Main,8/5/2022,19:00,2022/08/05 19:00,152,1,5
TPA,Main,8/5/2022,20:00,2022/08/05 20:00,161,1,5
TPA,Main,8/5/2022,21:00,2022/08/05 21:00,306,1,4
TPA,Main,8/6/2022,11:00,2022/08/06 11:00,267,2,5
TPA,Main,8/6/2022,12:00,2022/08/06 12:00,7,1,1
TPA,Main,8/6/2022,13:00,2022/08/06 13:00,170,1,7
TPA,Main,8/6/2022,14:00,2022/08/06 14:00,265,2,7
TPA,Main,8/6/2022,16:00,2022/08/06 16:00,808,3,6
TPA,Main,8/6/2022,20:00,2022/08/06 20:00,157,1,3
TPA,Main,8/7/2022,11:00,2022/08/07 11:00,47,1,1
TPA,Main,8/7/2022,12:00,2022/08/07 12:00,32,1,5
TPA,Main,8/7/2022,14:00,2022/08/07 14:00,254,3,6
TPA,Main,8/7/2022,16:00,2022/08/07 16:00,339,2,6
TPA,Main,8/7/2022,18:00,2022/08/07 18:00,286,1,6
TPA,Main,8/7/2022,19:00,2022/08/07 19:00,354,2,6
TPA,Main,8/8/2022,11:00,2022/08/08 11:00,82,1,3
TPA,Main,8/8/2022,13:00,2022/08/08 13:00,140,1,4
TPA,Main,8/8/2022,14:00,2022/08/08 14:00,10,1,1
TPA,Main,8/8/2022,15:00,2022/08/08 15:00,264,2,5
TPA,Main,8/8/2022,16:00,2022/08/08 16:00,323,1,7
TPA,Main,8/8/2022,18:00,2022/08/08 18:00,171,1,5
TPA,Main,8/8/2022,21:00,2022/08/08 21:00,178,1,5
TPA,Main,8/9/2022,13:00,2022/08/09 13:00,61,1,3
TPA,Main,8/9/2022,14:00,2022/08/09 14:00,6,1,1
TPA,Main,8/9/2022,15:00,2022/08/09 15:00,26,1,5
TPA,Main,8/9/2022,16:00,2022/08/09 16:00,20,1,3
TPA,Main,8/9/2022,17:00,2022/08/09 17:00,13,1,1
TPA,Main,8/9/2022,19:00,2022/08/09 19:00,32,1,4
TPA,Main,8/10/2022,13:00,2022/08/10 13:00,309,1,7
TPA,Main,8/10/2022,14:00,2022/08/10 14:00,117,1,7
TPA,Main,8/10/2022,16:00,2022/08/10 16:00,794,3,6
TPA,Main,8/10/2022,20:00,2022/08/10 20:00,165,1,5
TPA,Main,8/11/2022,11:00,2022/08/11 11:00,17,1,2
TPA,Main,8/11/2022,13:00,2022/08/11 13:00,19,1,5
TPA,Main,8/11/2022,15:00,2022/08/11 15:00,79,1,6
TPA,Main,8/11/2022,16:00,2022/08/11 16:00,332,2,7
TPA,Main,8/11/2022,17:00,2022/08/11 17:00,301,1,7
TPA,Main,8/11/2022,18:00,2022/08/11 18:00,111,1,5
TPA,Main,8/12/2022,11:00,2022/08/12 11:00,27,1,3
TPA,Main,8/12/2022,13:00,2022/08/12 13:00,144,1,5
TPA,Main,8/12/2022,14:00,2022/08/12 14:00,94,1,5
TPA,Main,8/12/2022,15:00,2022/08/12 15:00,121,1,4
TPA,Main,8/12/2022,16:00,2022/08/12 16:00,609,2,7
TPA,Main,8/12/2022,18:00,2022/08/12 18:00,138,1,5
TPA,Main,8/12/2022,20:00,2022/08/12 20:00,97,1,4
TPA,Main,8/12/2022,21:00,2022/08/12 21:00,293,1,3
TPA,Main,8/13/2022,11:00,2022/08/13 11:00,29,1,3
TPA,Main,8/13/2022,12:00,2022/08/13 12:00,76,1,4
TPA,Main,8/13/2022,14:00,2022/08/13 14:00,290,2,5
TPA,Main,8/13/2022,15:00,2022/08/13 15:00,140,1,4
TPA,Main,8/13/2022,17:00,2022/08/13 17:00,662,3,7
TPA,Main,8/14/2022,10:00,2022/08/14 10:00,40,1,3
TPA,Main,8/14/2022,13:00,2022/08/14 13:00,30,1,5
TPA,Main,8/14/2022,14:00,2022/08/14 14:00,362,3,5
TPA,Main,8/14/2022,17:00,2022/08/14 17:00,615,2,8
TPA,Main,8/14/2022,18:00,2022/08/14 18:00,163,1,6
TPA,Main,8/14/2022,19:00,2022/08/14 19:00,174,1,5
TPA,Main,8/15/2022,11:00,2022/08/15 11:00,51,1,2
TPA,Main,8/15/2022,13:00,2022/08/15 13:00,145,1,5
TPA,Main,8/15/2022,15:00,2022/08/15 15:00,281,2,5
TPA,Main,8/15/2022,16:00,2022/08/15 16:00,311,1,6
TPA,Main,8/15/2022,18:00,2022/08/15 18:00,159,1,6
TPA,Main,8/15/2022,20:00,2022/08/15 20:00,173,1,5
TPA,Main,8/16/2022,12:00,2022/08/16 12:00,66,1,5
TPA,Main,8/16/2022,16:00,2022/08/16 16:00,275,1,5
TPA,Main,8/16/2022,17:00,2022/08/16 17:00,315,1,6
TPA,Main,8/16/2022,19:00,2022/08/16 19:00,158,1,4
TPA,Main,8/17/2022,13:00,2022/08/17 13:00,124,1,7
TPA,Main,8/17/2022,14:00,2022/08/17 14:00,288,1,8
TPA,Main,8/17/2022,16:00,2022/08/17 16:00,126,1,4
TPA,Main,8/17/2022,17:00,2022/08/17 17:00,315,1,6
TPA,Main,8/17/2022,18:00,2022/08/17 18:00,299,1,6
TPA,Main,8/17/2022,20:00,2022/08/17 20:00,141,1,4
TPA,Main,8/18/2022,11:00,2022/08/18 11:00,25,1,3
TPA,Main,8/18/2022,12:00,2022/08/18 12:00,12,1,3
TPA,Main,8/18/2022,15:00,2022/08/18 15:00,90,1,6
TPA,Main,8/18/2022,16:00,2022/08/18 16:00,293,1,8
TPA,Main,8/18/2022,17:00,2022/08/18 17:00,270,1,8
TPA,Main,8/18/2022,19:00,2022/08/18 19:00,108,1,8
TPA,Main,8/19/2022,12:00,2022/08/19 12:00,33,1,4
TPA,Main,8/19/2022,13:00,2022/08/19 13:00,147,1,6
TPA,Main,8/19/2022,14:00,2022/08/19 14:00,141,2,7
TPA,Main,8/19/2022,16:00,2022/08/19 16:00,277,1,8
TPA,Main,8/19/2022,17:00,2022/08/19 17:00,270,1,8
TPA,Main,8/19/2022,18:00,2022/08/19 18:00,130,1,7
TPA,Main,8/19/2022,20:00,2022/08/19 20:00,81,1,5
TPA,Main,8/19/2022,22:00,2022/08/19 22:00,244,1,5
TPA,Main,8/20/2022,11:00,2022/08/20 11:00,73,1,2
TPA,Main,8/20/2022,12:00,2022/08/20 12:00,19,1,2
TPA,Main,8/20/2022,14:00,2022/08/20 14:00,236,2,6
TPA,Main,8/20/2022,15:00,2022/08/20 15:00,90,1,5
TPA,Main,8/20/2022,16:00,2022/08/20 16:00,285,1,5
TPA,Main,8/20/2022,17:00,2022/08/20 17:00,281,1,6
TPA,Main,8/20/2022,19:00,2022/08/20 19:00,136,1,5
TPA,Main,8/21/2022,13:00,2022/08/21 13:00,210,3,7
TPA,Main,8/21/2022,14:00,2022/08/21 14:00,44,1,7
TPA,Main,8/21/2022,16:00,2022/08/21 16:00,294,1,7
TPA,Main,8/21/2022,18:00,2022/08/21 18:00,573,3,7
TPA,Main,8/22/2022,11:00,2022/08/22 11:00,46,1,3
TPA,Main,8/22/2022,13:00,2022/08/22 13:00,147,1,6
TPA,Main,8/22/2022,14:00,2022/08/22 14:00,148,1,5
TPA,Main,8/22/2022,15:00,2022/08/22 15:00,80,2,4
TPA,Main,8/22/2022,17:00,2022/08/22 17:00,281,1,7
TPA,Main,8/22/2022,18:00,2022/08/22 18:00,161,1,6
TPA,Main,8/22/2022,20:00,2022/08/22 20:00,162,1,5
TPA,Main,8/23/2022,11:00,2022/08/23 11:00,63,1,4
TPA,Main,8/23/2022,16:00,2022/08/23 16:00,465,2,6
TPA,Main,8/23/2022,19:00,2022/08/23 19:00,135,1,6
TPA,Main,8/24/2022,13:00,2022/08/24 13:00,118,1,7
TPA,Main,8/24/2022,14:00,2022/08/24 14:00,101,1,7
TPA,Main,8/24/2022,16:00,2022/08/24 16:00,382,2,8
TPA,Main,8/24/2022,18:00,2022/08/24 18:00,231,1,7
TPA,Main,8/24/2022,20:00,2022/08/24 20:00,134,1,6
TPA,Main,8/25/2022,10:00,2022/08/25 10:00,23,1,2
TPA,Main,8/25/2022,12:00,2022/08/25 12:00,16,1,2
TPA,Main,8/25/2022,15:00,2022/08/25 15:00,81,1,5
TPA,Main,8/25/2022,16:00,2022/08/25 16:00,182,1,6
TPA,Main,8/25/2022,17:00,2022/08/25 17:00,253,1,7
TPA,Main,8/25/2022,18:00,2022/08/25 18:00,115,1,6
TPA,Main,8/26/2022,10:00,2022/08/26 10:00,45,1,4
TPA,Main,8/26/2022,13:00,2022/08/26 13:00,154,1,5
TPA,Main,8/26/2022,14:00,2022/08/26 14:00,119,2,7
TPA,Main,8/26/2022,16:00,2022/08/26 16:00,232,2,7
TPA,Main,8/26/2022,17:00,2022/08/26 17:00,127,1,8
TPA,Main,8/26/2022,20:00,2022/08/26 20:00,232,2,7
TPA,Main,8/26/2022,21:00,2022/08/26 21:00,164,1,4
TPA,Main,8/27/2022,11:00,2022/08/27 11:00,82,1,3
TPA,Main,8/27/2022,12:00,2022/08/27 12:00,27,2,3
TPA,Main,8/27/2022,14:00,2022/08/27 14:00,166,2,6
TPA,Main,8/27/2022,15:00,2022/08/27 15:00,111,1,7
TPA,Main,8/27/2022,16:00,2022/08/27 16:00,188,1,6
TPA,Main,8/27/2022,17:00,2022/08/27 17:00,276,1,7
TPA,Main,8/27/2022,18:00,2022/08/27 18:00,148,1,7
TPA,Main,8/28/2022,10:00,2022/08/28 10:00,51,1,2
TPA,Main,8/28/2022,13:00,2022/08/28 13:00,182,2,7
TPA,Main,8/28/2022,14:00,2022/08/28 14:00,39,1,6
TPA,Main,8/28/2022,16:00,2022/08/28 16:00,124,2,5
TPA,Main,8/28/2022,18:00,2022/08/28 18:00,372,2,6
TPA,Main,8/28/2022,19:00,2022/08/28 19:00,175,1,5
TPA,Main,8/29/2022,11:00,2022/08/29 11:00,70,1,3
TPA,Main,8/29/2022,13:00,2022/08/29 13:00,130,1,5
TPA,Main,8/29/2022,14:00,2022/08/29 14:00,175,1,4
TPA,Main,8/29/2022,15:00,2022/08/29 15:00,68,1,4
TPA,Main,8/29/2022,16:00,2022/08/29 16:00,153,1,3
TPA,Main,8/29/2022,18:00,2022/08/29 18:00,174,1,5
TPA,Main,8/29/2022,20:00,2022/08/29 20:00,168,1,4
TPA,Main,8/30/2022,11:00,2022/08/30 11:00,87,1,2
TPA,Main,8/30/2022,16:00,2022/08/30 16:00,213,1,4
TPA,Main,8/30/2022,17:00,2022/08/30 17:00,142,1,4
TPA,Main,8/30/2022,18:00,2022/08/30 18:00,159,1,4
TPA,Main,8/31/2022,14:00,2022/08/31 14:00,217,2,8
